orf	gene_length	folds	fold_length	coverage	log_coverage	dN	log_dN	dSadj	log_dSadj	sacCer_sacPar_dS	log_sacCer_sacPar_dS	sacCer_sacPar_dN	log_sacCer_sacPar_dN	phastCons_coverage	FPS	cai	dNdSadj	small_dNdS	small_dSadj	dS	small_dNdSadj	dNdS	len	abund	expr	disp	essential
YOR081C	2250	chr15_477871_477953,	82,	3.64444444444444	0.561631334272354	NA	NA	NA	NA	0.5008	-0.300335679797627	0.02	-1.69897000433602	0.639267577756438	0.418735658749055	0.1433	NA	0.0399361022364217	0.5561138	NA	0.0359638620728347	NA	2250	358	0.8	1.011	FALSE
YER168C	1641	chr5_522595_522620,	25,	1.52346130408288	0.182831427618944	0.129800041	-0.886725170354825	2.04608	0.310922610255575	0.3522	-0.453210648368742	0.0312	-1.50584540598156	0.643491061797774	0.0787665121353875	0.1374	0.063438399769315	0.0885860306643952	0.4052364	1.4724	0.0769920964651744	0.0881554204020647	1641	13500	0.4	0	TRUE
YNL083W	1485	chr14_472832_472852,	20,	1.34680134680135	0.12930354201075	NA	NA	NA	NA	0.5441	-0.264321274094095	0.1889	-0.723768042078166	0.659886459102365	0.0393909916045847	0.1264	NA	0.34717882742143	0.5928904	NA	0.31860863323137	NA	1638	1170	0.3	1.014	FALSE
YHR206W	1869	chr8_514040_514053,	13,	0.695559122525415	-0.157665949071995	0.086800227	-1.06147913905486	2.12956	0.328289880757185	0.3577	-0.44648105985103	0.016	-1.79588001734408	0.644964366932826	0.32599021967528	0.1409	0.0407597001258476	0.0447302208554655	0.4120874	1.5685	0.0388267149153311	0.055339641058336	1869	2570	1.1	0.996	FALSE
YMR061W	2034	chr13_394236_394275,	39,	1.91740412979351	0.282713658439773	0.086999938	-1.06048105687871	1.71733	0.234853756668383	0.2649	-0.576918041702769	0.0216	-1.66554624884907	0.652218193669287	0.294200736222694	0.1493	0.0506600001164599	0.0815402038505096	0.3225298	1.1184	0.0669705558990208	0.0777896441344778	2034	5350	1.1	0	TRUE
YFL007W	6432	chr6_127134_127162,	28,	0.435323383084577	-0.361188004398176	NA	NA	NA	NA	0.3835	-0.416234631715	0.0252	-1.59859945921846	0.652569003498769	0.0362258240240333	0.1497	NA	0.0657105606258149	0.4412842	NA	0.0571060554626701	NA	6432	2600	0.7	1.008	FALSE
YNL025C	972	chr14_585131_585153,	22,	2.26337448559671	0.354756415895932	0.044600014	-1.35066500496226	1.98217	0.297140898835347	0.368	-0.434152181326482	0.0076	-2.11918640771921	0.658957341429437	0.142228210039681	0.1392	0.0225005998476417	0.0206521739130435	0.4217312	1.4297	0.0180209574250138	0.0311953654612856	972	NA	0.1	0.864	FALSE
YNL255C	462	chr14_167701_167717,	16,	3.46320346320346	0.539478007099799	0.028699902	-1.54211958622531	2.08634	0.319385084575407	0.2204	-0.656788409820252	0.0057	-2.24412514432751	0.66008271278821	0.158184639741213	0.4206	0.0137561001562545	0.0258620689655172	0.3827516	0.9612	0.0148921650490814	0.0298584082397004	462	96700	6.4	1.021	FALSE
YDR443C	4263	chr4_1347044_1347061,	17,	0.398780201735867	-0.399266411268858	0.112399988	-0.949233735132919	2.23928	0.350108401239601	0.3959	-0.402414498247795	0.0258	-1.58838029403677	0.651556631605856	0.00945128699818391	0.1246	0.0501947000821693	0.0651679717100278	0.4439956	1.7161	0.0581086839599311	0.0654973416467572	4263	NA	0.2	0.896	FALSE
YLR363C	657	chr12_853126_853141,	15,	2.28310502283105	0.3585258894959	NA	NA	NA	NA	0.5438	-0.264560796748519	0.0129	-1.88941028970075	0.638969046043834	0.0207070142640938	0.2157	NA	0.0237219566016918	0.6270602	NA	0.020572187486943	NA	657	6090	0.3	1.002	FALSE
YOR326W	4725	chr15_928447_928475,	28,	0.592592592592593	-0.227243781503063	NA	NA	NA	NA	0.3542	-0.450751443145944	0.0064	-2.19382002601611	0.640993095044679	0.131415821860885	0.1934	NA	0.018068887634105	0.4288524	NA	0.0149235494543111	NA	4725	4340	2.4	0	TRUE
YER091C	2304	chr5_342130_342147,chr5_341416_341443,	17,27,	1.90972222222222	0.280970201735013	0.025900046	-1.5866994645856	2.09126	0.320408030687455	0.2736	-0.562883906951921	0.0067	-2.17392519729917	0.643315737749295	0.107289522071781	0.6573	0.0123849000124327	0.0244883040935673	0.5273178	0.6515	0.0127058104239986	0.0397544834996163	2304	264000	3.5	1.016	FALSE
YDR456W	1902	chr4_1368069_1368080,chr4_1367966_1367985,	11,19,	1.57728706624606	0.197910742118267	0.067199908	-1.17263132151641	2.04949	0.311645803620847	0.3762	-0.42458120878564	0.0156	-1.80687540164554	0.651352021359137	0.3330802720051	0.1558	0.0327886000907543	0.0414673046251994	0.4363388	1.4344	0.0357520348866523	0.0468487925264919	1902	521	0.6	1.004	FALSE
YKL104C	2154	chr11_244656_244688,	32,	1.48560817084494	0.171904279357943	0.02180007	-1.66154211187407	2.08923	0.319986253399359	0.3115	-0.506541949004812	0.0013	-2.88605664769316	0.631931977270856	0.00427128655551389	0.2715	0.0104344997917893	0.00417335473515249	0.416299	1.258	0.00312275551947038	0.0173291494435612	2154	NA	2.2	0	TRUE
YCR033W	3681	chr3_189315_189353,	38,	1.03232817169247	0.0138177791701435	NA	NA	NA	NA	0.2156	-0.666351243485299	0.0908	-1.04191415147891	0.651424557188745	0.019137590136083	0.1197	NA	0.421150278293135	0.2618042	NA	0.346824076924663	NA	3681	396	0.6	1.007	FALSE
YER045C	1470	chr5_240968_240986,	18,	1.22448979591837	0.08795517035513	0.539399968	-0.268089083647725	2.34262	0.369701846732926	0.3893	-0.409715596281838	0.1379	-0.86043573382415	0.639793524949069	0.0143920006589762	0.1605	0.230254999957313	0.354225533007963	0.451253	1.775	0.305593536220258	0.303887305915493	1470	NA	0.6	1.011	FALSE
YOL130W	2580	chr15_76148_76182,	34,	1.31782945736434	0.119859211079025	NA	NA	NA	NA	0.4393	-0.35723879673468	0.0279	-1.5543957967264	0.566393806201863	0.0896772708640295	0.1448	NA	0.063510129751878	0.4951928	NA	0.056341691559328	NA	2580	NA	1.3	0	TRUE
YFL037W	1374	chr6_56859_56876,	17,	1.2372634643377	0.0924621886547423	0.005200019	-2.28399506952288	2.06005	0.313877761369431	0.2281	-0.641874714723351	0.001	-3	0.63387357321641	0.0966587080722012	0.2714	0.00252421980049028	0.00438404208680403	0.3328604	1.2071	0.0030042624475606	0.00430786098914754	1374	NA	6.5	0	TRUE
YDR293C	3753	chr4_1046838_1046874,	36,	0.959232613908873	-0.0180760636457951	0.063899993	-1.1944991894169	2.41513	0.382940512629196	0.4491	-0.347656944937285	0.0163	-1.78781239559604	0.650298528445558	0.136543903042151	0.1861	0.0264582001797005	0.0362948118459141	0.5209346	1.7657	0.0312899162390058	0.0361896092201393	3753	1100	0.8	0.954	FALSE
YDR402C	1470	chr4_1273184_1273196,	12,	0.816326530612245	-0.0881360887005513	0.168400436	-0.773656788417432	2.26009	0.354125733716038	0.4904	-0.309449538489641	0.0447	-1.34969247686806	0.65112166134788	0.243352832728183	0.1345	0.0745105000243353	0.0911500815660685	0.542317	1.7465	0.0824241172598314	0.096421663899227	1470	NA	NA	1.005	FALSE
YKR048C	1254	chr11_526226_526248,	22,	1.75438596491228	0.244125144327509	NA	NA	NA	NA	0.5922	-0.22753159694672	0	NA	0.636005729283725	0.0101007509961284	0.1535	NA	0	0.651451	NA	0	NA	1254	8070	3.6	0.997	FALSE
YLR153C	2052	chr12_445531_445548,	17,	0.828460038986355	-0.0817284350615047	NA	NA	NA	NA	0.2764	-0.558461961297839	0	NA	0.650924868076396	0.247612032644205	0.3713	NA	0	0.4197218	NA	0	NA	2052	225000	4.6	0	TRUE
YLR166C	2616	chr12_496606_496622,	16,	0.611620795107034	-0.213517756996305	NA	NA	NA	NA	0.3378	-0.47134035476501	0.02	-1.69897000433602	0.651092285675647	0.0731536088165354	0.1617	NA	0.059206631142688	0.4002162	NA	0.0499729895991217	NA	2616	2340	0.6	0	TRUE
YDR207C	2511	chr4_867079_867114,	35,	1.39386698526483	0.144221331637353	0.221799563	-0.654039313853565	1.85997	0.269505939411718	0.2705	-0.567832730557412	0.0513	-1.28988263488818	0.65048866939036	0.169305449834448	0.145	0.119249000252692	0.189648798521257	0.32647	1.2873	0.157135418262015	0.172298270022528	2511	217	0.3	0.915	FALSE
YGL062W	3537	chr7_385786_385814,	28,	0.791631325982471	-0.101477028472532	0.027499888	-1.56066907493632	2.31142	0.363878866772675	0.4224	-0.374276090474244	0.0059	-2.22914798835786	0.646932073365438	0.206726718777275	0.2605	0.0118973998667486	0.013967803030303	0.522953	1.5014	0.0112820846232835	0.0183161635806581	3537	12500	1.1	1.013	FALSE
YBR011C	864	chr2_257784_257804,	20,	2.31481481481481	0.364516253185088	NA	NA	NA	NA	0.1187	-0.925549281045409	0.0099	-2.00436480540245	0.656315279674171	0.299309715975891	0.6209	NA	0.0834035383319292	0.3583674	NA	0.0276252806477375	NA	864	68400	12.3	0	TRUE
YDR097C	3729	chr4_642197_642216,	19,	0.509519978546527	-0.292838782408478	NA	NA	NA	NA	0.4477	-0.349012905616555	0.053	-1.27572413039921	0.654582096547415	0.029269880727273	0.1524	NA	0.118382845655573	0.5065264	NA	0.104634230318499	NA	3729	5330	0.8	1.006	FALSE
YML100W	3297	chr13_71484_71498,chr13_72609_72635,	14,26,	1.21322414316045	0.0839410441848094	NA	NA	NA	NA	0.2837	-0.547140664204148	0.0242	-1.61618463401957	0.647036334286766	0.117658981145586	0.1637	NA	0.0853013746915756	0.3468882	NA	0.0697631109965689	NA	3297	1960	1.3	1.015	FALSE
YBR015C	1794	chr2_267712_267725,	13,	0.72463768115942	-0.139879086401237	0.195800504	-0.708186194636368	2.17881	0.338219359870258	0.3355	-0.474307475494989	0.057	-1.24412514432751	0.656457463938401	0.0987295480156263	0.1697	0.0898658001386078	0.169895678092399	0.4010042	1.4713	0.142143149622872	0.133079932032896	1794	6730	1.2	0.964	FALSE
YFL036W	4056	chr6_60385_60411,	26,	0.641025641025641	-0.193124598354462	0.095900132	-1.01818079505215	2.35321	0.371660685260025	0.4058	-0.391687957302673	0.0213	-1.67162039656126	0.633933887953181	0.0395533469007235	0.1689	0.0407529000811657	0.0524889107934943	0.4709954	1.7265	0.0452233716083002	0.05554597856936	4056	NA	0.8	0.845	FALSE
YGL156W	3252	chr7_213076_213103,	27,	0.830258302583026	-0.0807867727630432	0.069100141	-1.1605210664397	2.22615	0.347554424139525	0.3957	-0.402633949733972	0.0182	-1.73992861201493	0.641141162548653	0.0350972750095687	0.1757	0.0310401998966826	0.0459944402324994	0.4635202	1.6055	0.039264739702822	0.0430396393646839	3252	319	0.2	1.019	FALSE
YNR001C	1440	chr14_630891_630914,	23,	1.59722222222222	0.203365343922343	NA	NA	NA	NA	0.3128	-0.50473325561219	0.0058	-2.23657200643706	0.66019977224249	0.0524890737092435	0.2544	NA	0.018542199488491	0.4109984	NA	0.0141119770782563	NA	1440	NA	3.7	0.987	FALSE
YPL082C	5604	chr16_401328_401363,	35,	0.624553890078515	-0.204430082263461	NA	NA	NA	NA	0.4458	-0.350859935855781	0.0174	-1.7594507517174	0.657826251715926	0.0752595231712034	0.1404	NA	0.0390309555854643	0.4999944	NA	0.0348003897643654	NA	5604	6560	0.9	0	TRUE
YGR060W	930	chr7_610799_610821,	22,	2.36559139784946	0.373939732268271	0.013700008	-1.86327917924105	1.82896	0.26220420740685	0.1497	-0.824778199656948	0.0045	-2.34678748622466	0.647967531606075	0.149346481407908	0.5014	0.00749060012247397	0.030060120240481	0.3432404	0.5907	0.0131103448195492	0.0231928356187574	930	77100	20.5	0	TRUE
YBL068W	984	chr2_92624_92645,	21,	2.13414634146341	0.329224196302578	0.024200095	-1.61618292914788	1.9787	0.296379953771386	0.3311	-0.480040819247932	0.0042	-2.3767507096021	0.64903091757118	0.0746459872997842	0.1989	0.0122303001970991	0.0126849894291755	0.4078754	1.2818	0.0102972623502177	0.018879774535809	984	5280	2.8	1.006	FALSE
YCL014W	4911	chr3_97100_97128,	28,	0.570148645896966	-0.244011902789385	0.361901535	-0.441409574834282	2.25923	0.353960446345839	0.3819	-0.418050341626682	0.0907	-1.0423927129399	0.641101809343775	0.0219568220318974	0.1407	0.160187999893769	0.237496726891856	0.4362102	1.7113	0.207927279096179	0.211477552153334	4911	NA	0.1	1.003	FALSE
YBR001C	2343	chr2_240996_241009,	13,	0.554844216816048	-0.255828936290126	NA	NA	NA	NA	0.6566	-0.182699121606679	0.0552	-1.2580609222708	0.657069903725408	0.0451443809287542	0.123	NA	0.0840694486749924	0.704078	NA	0.0784004045006377	NA	2343	2500	0.4	1.029	FALSE
YLR144C	2340	chr12_430671_430688,	17,	0.726495726495726	-0.138766936031869	NA	NA	NA	NA	0.3494	-0.456677099353088	0.0451	-1.34582345812204	0.648435099935766	0.041583074775569	0.1479	NA	0.129078420148827	0.4064894	NA	0.110950002632295	NA	2340	1420	0.6	1.008	FALSE
YLL040C	9435	chr12_61592_61608,	16,	0.169581346051934	-0.770621921845025	NA	NA	NA	NA	0.4131	-0.383944805023414	0.0189	-1.72353819582676	0.631050767414404	0.0378782810059542	0.1633	NA	0.0457516339869281	0.4761338	NA	0.039694724466106	NA	9435	125	0.9	1.016	FALSE
YGR157W	2610	chr7_802973_802994,	21,	0.804597701149425	-0.0944212126043617	0.144000037	-0.84163739631521	2.40475	0.381069933406738	NA	NA	NA	NA	0.645182194307363	0.0352825102148262	0.1703	0.0598814999480195	NA	NA	1.7533	NA	0.0821308600923972	2610	1810	4.9	1.008	FALSE
YOR125C	702	chr15_559655_559683,	28,	3.98860398860399	0.600820919212414	0.105400205	-0.977158544433888	2.10808	0.323887087991789	0.3332	-0.47729500726525	0.0231	-1.63638802010786	0.635905536037551	0.0454515031066333	0.1681	0.0499981997836894	0.069327731092437	0.3980866	1.5046	0.0580275749045559	0.0700519772697062	702	NA	1.5	0.958	FALSE
YDL056W	2502	chr4_353953_353977,chr4_353951_353974,	24,23,	1.87849720223821	0.273810552578316	NA	NA	NA	NA	0.3116	-0.506402550999473	0.0064	-2.19382002601611	0.656364594727863	0.0309858177009226	0.1317	NA	0.0205391527599487	0.3624362	NA	0.0176582802711208	NA	2502	521	0.7	0.838	FALSE
YDL141W	2073	chr4_204899_204916,	17,	0.820067534973468	-0.0861503807155869	NA	NA	NA	NA	0.3133	-0.504039605118295	0.0438	-1.3585258894959	0.65435041716329	0.0174716864994366	0.1313	NA	0.139802106607086	0.3639818	NA	0.120335687114026	NA	2073	1970	0.7	0	TRUE
YKL062W	1893	chr11_323657_323671,	14,	0.739566825145272	-0.131022578285559	0.185500387	-0.731655180001554	2.2301	0.348324337700387	0.3329	-0.477686204843333	0.0336	-1.47366072261016	0.636404463757522	0.12233219613675	0.1596	0.0831802999865477	0.100931210573746	0.3945056	1.5943	0.0851698936593042	0.116352246754061	1893	NA	1.1	1.005	FALSE
YIR027C	1383	chr9_406355_406368,	13,	0.93998553868402	-0.0268788278024738	0.141200322	-0.850164312897078	1.79887	0.254999779063923	0.4172	-0.379655700245507	0.0364	-1.43889861635094	0.653759338346605	0.160903940504666	0.1302	0.0784939000594818	0.087248322147651	0.4674572	1.2873	0.0778680914530785	0.109687191796784	1383	NA	NA	0.997	FALSE
YNR026C	1416	chr14_673564_673607,	43,	3.03672316384181	0.482405202225836	NA	NA	NA	NA	0.3323	-0.478469658721289	0.0287	-1.54211810326601	0.659455581647157	0.312396835840079	0.1371	NA	0.0863677399939813	0.3852206	NA	0.0745027654284324	NA	1416	6160	0.8	0	TRUE
YKL034W	2277	chr11_373286_373301,	15,	0.658761528326746	-0.181271771559462	0.08239997	-1.08407294641984	1.95644	0.29146653352038	0.3706	-0.431094585017121	0.0198	-1.70333480973847	0.635821313390728	0.0439616449557372	0.1191	0.0421172997894134	0.0534268753372909	0.4165726	1.407	0.0475307305377262	0.0585642999289268	2277	NA	0.6	1.014	FALSE
YNR058W	1443	chr14_734772_734796,	24,	1.66320166320166	0.220944910618112	NA	NA	NA	NA	0.3891	-0.409938769196257	0.0209	-1.67985371388895	0.660294926758584	0.0535017500397442	0.1579	NA	0.0537136982780776	0.4500494	NA	0.0464393464361912	NA	1443	NA	0.3	1.02	FALSE
YKL016C	525	chr11_407583_407622,	39,	7.42857142857143	0.870905303620542	NA	NA	NA	NA	0.394	-0.404503778174426	0.0216	-1.66554624884907	0.638463182355239	0.00680049172617662	0.2242	NA	0.0548223350253807	0.4805412	NA	0.0449493196421035	NA	525	6820	2.8	0.855	FALSE
YMR243C	1329	chr13_754863_754900,	37,	2.78404815650865	0.444676743124263	0.074899946	-1.12551849541015	2.11923	0.326178093242288	0.4337	-0.362810577851238	0.0114	-1.94309514866353	0.649857253571973	0.167690148041907	0.2155	0.0353430000519056	0.0262854507724233	0.516883	1.3486	0.0220552813692847	0.0555390375203915	1329	8200	6.2	1.02	FALSE
YKL060C	1080	chr11_326274_326293,	19,	1.75925925925926	0.245329845465879	0.044899962	-1.34775402655118	1.98639	0.298064520201486	0.052	-1.2839966563652	0.0132	-1.87942606879415	0.636257962809043	1.21210156096592	0.8687	0.0226037998580339	0.253846153846154	0.3873182	0.1997	0.0340805053829126	0.224837065598398	1080	1020000	74.1	0	TRUE
YDR045C	333	chr4_548187_548208,	21,	6.30630630630631	0.799775061227599	0.008000017	-2.09690909013326	1.61657	0.208594514982543	0.2546	-0.594141600682363	0	NA	0.656029242423413	0.149310037015752	0.144	0.00494876002895019	0	0.310184	0.9939	0	0.00804911661132911	333	NA	5.3	0	TRUE
YDR159W	3906	chr4_772598_772612,	14,	0.3584229390681	-0.445604203273598	0.348800852	-0.457422462906768	2.5194	0.401297125021583	0.52	-0.283996656365201	0.1024	-0.989700043360188	0.649791156000767	0.138850607960236	0.1409	0.138445999841232	0.196923076923077	0.5743874	1.9846	0.178276891171359	0.175753729718835	3906	339	0.6	0.885	FALSE
YBR208C	5508	chr2_639177_639193,	16,	0.290486564996369	-0.536873948928961	NA	NA	NA	NA	0.4087	-0.388595362288406	0.0227	-1.64397414280688	0.653230315900581	1.54066487996361	0.1942	NA	0.0555419623195498	0.4836612	NA	0.0469336800222966	NA	5508	952	0.9	0.992	FALSE
YIL037C	1971	chr9_283116_283127,	11,	0.558092338914257	-0.253293939121218	0.499700331	-0.301290362881956	2.34794	0.37068699461908	0.3696	-0.432268037451931	0.1257	-0.900664722314042	0.65330746998509	0.312420245840004	0.1036	0.212825000212953	0.340097402597403	0.4095896	1.8495	0.306892557818851	0.270181309002433	1971	NA	NA	1.022	FALSE
YNR006W	1869	chr14_637303_637314,	11,	0.588550026752274	-0.230216616220607	0.195200445	-0.709519196603629	1.93352	0.286348668700119	0.3422	-0.465719994794918	0.0587	-1.23136189875239	0.661889444112148	0.0156921062236402	0.1357	0.100955999937937	0.171537112799532	0.3945802	1.3967	0.148765700863855	0.13975831961051	1869	172	0.4	0.973	FALSE
YPL132W	903	chr16_302337_302359,	22,	2.43632336655592	0.3867349305087	0.145100031	-0.838332494777099	2.11419	0.325144014307093	0.5074	-0.294649537114288	0.0375	-1.42596873227228	0.662185586965096	0.17158348239328	0.1508	0.0686315000070949	0.0739061884115097	0.5656088	1.59	0.0663002414389592	0.0912578811320755	903	NA	0.7	0.986	FALSE
YER021W	1572	chr5_198165_198198,	33,	2.09923664122137	0.322061398174498	0.072999968	-1.13667733025525	1.79262	0.253488237474264	0.3054	-0.515130967279598	0.0146	-1.83564714421556	0.641503973190485	0.0165192222397061	0.1833	0.0407225000278921	0.0478061558611657	0.3761538	1.0836	0.0388139106929134	0.0673680029531192	1572	16700	3	0	TRUE
YER155C	6504	chr5_481360_481371,chr5_479878_479908,	11,30,	0.630381303813038	-0.200396675866276	0.148500322	-0.828272604645277	2.21592	0.345554077272228	0.3712	-0.430392032453176	0.0293	-1.53313237964589	0.643003497516469	0.132746243752015	0.1486	0.0670152000072205	0.0789331896551724	0.4285596	1.6488	0.0683685536387471	0.0900656974769529	6504	1230	1.6	0.899	FALSE
YGL131C	4212	chr7_263965_263985,	20,	0.474833808167141	-0.323458366849468	0.334800455	-0.475213960464157	2.29589	0.360951076436119	0.4299	-0.366632554882993	0.0915	-1.03857890593355	0.646193946852463	0.102722638033563	0.1315	0.145825999939021	0.212840195394278	0.480659	1.7515	0.190363646576887	0.19115070225521	4212	NA	0.3	1.008	FALSE
YDR343C	1713	chr4_1159897_1159920,	23,	1.34267367192061	0.127970473052082	NA	NA	NA	NA	0.6647	-0.177374321225859	0.0635	-1.19722627470802	0.652205295814487	0.156396746768415	0.5186	NA	0.0955318188656537	0.8648796	NA	0.073420624096117	NA	1713	NA	11.1	NA	NA
YMR014W	1560	chr13_299671_299685,	14,	0.897435897435897	-0.0469965626762236	NA	NA	NA	NA	0.287	-0.542118103266008	0.0725	-1.13966199342901	0.651277332574908	0.0172647575196714	0.1612	NA	0.252613240418118	0.3492232	NA	0.207603618545389	NA	1560	3250	0.7	NA	FALSE
YER110C	3342	chr5_380906_380929,	23,	0.68821065230401	-0.16227860953978	0.027299907	-1.56383883242648	2.37831	0.37626846193733	0.3458	-0.461175011062096	0.0067	-2.17392519729917	0.647543537264096	0.0553427524601338	0.3432	0.0114787000012614	0.0193753614806246	0.4782752	1.4077	0.0140086711583624	0.0193932705832209	3342	38300	1.9	0.861	FALSE
YLR131C	2313	chr12_404985_405021,	36,	1.55642023346304	0.192126867996668	NA	NA	NA	NA	0.337	-0.472370099128661	0.0381	-1.41907502432438	0.647552959266666	0.613459340386898	0.1186	NA	0.113056379821958	0.3827796	NA	0.0995350849418308	NA	2313	538	0.8	0.937	FALSE
YOL081W	9240	chr15_174372_174383,	11,	0.119047619047619	-0.924279286061882	NA	NA	NA	NA	0.3877	-0.41150419899279	0.0253	-1.59687947882418	0.6127540671199	0.07670925246046	0.1392	NA	0.0652566417332989	0.4414312	NA	0.0573135745728893	NA	9240	NA	0.9	1.003	FALSE
YOL140W	1272	chr15_58925_58942,	17,	1.33647798742138	0.125961810065879	0.072600263	-1.13906180603211	2.2908	0.359987174441292	0.378	-0.422508200162775	0.019	-1.72124639904717	0.542514806998434	0.153810462737692	0.2123	0.0316921001396892	0.0502645502645503	0.4599478	1.5843	0.0413090355035941	0.0458248204254245	1272	2300	0.7	NA	NA
YMR058W	1911	chr13_389275_389297,	22,	1.15122972265829	0.0611619937671934	0.122800119	-0.910801212339653	2.38451	0.377399148089119	1.9069	0.280327918747676	0.3539	-0.451119437362485	0.653257685452614	0.0365078212944584	0.2172	0.051499100024743	0.185589176149772	1.9907392	1.5957	0.177773160843972	0.0769568960330889	1911	1050	2.5	1.02	FALSE
YOR177C	1395	chr15_666844_666858,	14,	1.00358422939068	0.00155382806862163	NA	NA	NA	NA	0.3098	-0.508918586576813	0.0501	-1.30016227413275	0.639257836261965	0.221970165084654	0.1467	NA	0.16171723692705	0.3664262	NA	0.136726031053456	NA	1395	NA	NA	1.002	FALSE
YGL107C	1941	chr7_304873_304888,	15,	0.772797527047913	-0.111934276332682	0.196500057	-0.706637319310021	2.10043	0.322308212596077	0.3673	-0.434979071654706	0.0543	-1.26520017041115	0.647250371305022	0.0561461585107421	0.1408	0.0935522997671905	0.147835556765587	0.4216488	1.5217	0.128780160171214	0.129131929421042	1941	4800	0.8	0.963	FALSE
YLL034C	2514	chr12_71169_71186,	17,	0.676213206046142	-0.169916351971665	NA	NA	NA	NA	0.3974	-0.400772137226204	0.0215	-1.66756154008439	0.636769078295342	0.0197625858585906	0.1727	NA	0.0541016607951686	0.4640622	NA	0.046329996280671	NA	2514	4490	2.1	0	TRUE
YLR188W	2088	chr12_529849_529866,	17,	0.814176245210728	-0.0892815729519506	NA	NA	NA	NA	0.4086	-0.388701637703571	0.0101	-1.99567862621736	0.65096914631838	0.131033924367804	0.1247	NA	0.0247185511502692	0.4567342	NA	0.0221135181030893	NA	2088	1040	1.3	1.016	FALSE
YDR505C	2526	chr4_1457402_1457423,	21,	0.831353919239905	-0.0802140514853927	0.182300309	-0.739212595212927	2.19739	0.341907143773697	0.4224	-0.374276090474244	0.0443	-1.35359627377693	0.651680086443085	0.112549263255697	0.1476	0.0829622001556392	0.104876893939394	0.4793736	1.5929	0.0924122646720637	0.114445545231967	2526	259	0.8	1.001	FALSE
YBR196C	1665	chr2_613560_613580,	20,	1.2012012012012	0.0796157578216425	0.01339999	-1.87289552573567	2.23967	0.350184032737328	0.317	-0.498940737782249	8e-04	-3.09691001300806	0.654573995939163	0.26853274788414	0.6813	0.00598301981988418	0.00252365930599369	0.5799818	0.7277	0.00137935362799315	0.0184141679263433	1665	91600	15.4	0	TRUE
YPL042C	1668	chr16_473094_473116,	22,	1.3189448441247	0.120226634520486	NA	NA	NA	NA	0.441	-0.355561410532161	0.0094	-2.0268721464003	0.658290224994874	0.128581712167526	0.1193	NA	0.0213151927437642	0.4870498	NA	0.0192998744686888	NA	1668	NA	0.4	0.905	FALSE
YHR186C	4674	chr8_476150_476175,	25,	0.53487376979033	-0.27174869938417	0.067199978	-1.17263086912594	2.168	0.336059277866349	0.3738	-0.427360702957187	0.0177	-1.75202673363819	0.646963295678718	0.0555261640909944	0.132	0.0309962998154981	0.0473515248796148	0.424752	1.6327	0.0416713752966437	0.0411588032094077	4674	NA	0.3	0	TRUE
YER103W	1929	chr5_364694_364722,	28,	1.45152928978745	0.161825803698335	0.039700019	-1.40120928538819	2.49466	0.397011363512206	0.4268	-0.369775589247568	0.0101	-1.99567862621736	0.64516996129825	0.0544945540828914	0.1843	0.0159139999037945	0.0236644798500469	0.4979398	1.7922	0.020283576448398	0.0221515561879255	1929	17900	0.8	1.024	FALSE
YOL147C	711	chr15_48522_48536,	14,	1.9690576652602	0.294258434948472	0.096800034	-1.01412449015018	2.03811	0.309227619858735	0.3757	-0.425158804936615	0.0213	-1.67162039656126	0.533768699534728	0.0250657816831055	0.1491	0.0474949997792072	0.0566941708810221	0.4332526	1.3806	0.0491630055999664	0.0701144676227727	711	1630	1.3	1.009	FALSE
YLR100W	1044	chr12_342024_342045,	21,	2.01149425287356	0.303518796067676	NA	NA	NA	NA	0.3105	-0.507938395487401	0.014	-1.85387196432176	0.646267359841315	0.0172722650610274	0.1397	NA	0.0450885668276973	0.3644242	NA	0.0384167681509625	NA	1044	NA	3.9	0	TRUE
YKL205W	3303	chr11_50776_50820,	44,	1.33212231304874	0.124544102794773	0.076200156	-1.1180441395545	1.86739	0.271235028800681	0.2605	-0.584192272364457	0.017	-1.76955107862173	0.599372614837459	0.260347256488303	0.1542	0.0408056999341327	0.0652591170825336	0.3200212	1.2326	0.0531214807019035	0.0618206685055979	3303	3490	1	0.994	FALSE
YOR086C	3561	chr15_483761_483790,chr15_484327_484345,chr15_483404_483445,chr15_484803_484819,	29,18,41,16,	2.92052794158944	0.465461365624527	NA	NA	NA	NA	0.4242	-0.372429335819457	0.0181	-1.74232142513082	0.639756797139179	2.05582842626746	0.2199	NA	0.0426685525695427	0.5090814	NA	0.0355542355308994	NA	3561	6140	1.7	1.008	FALSE
YCR048W	1833	chr3_212006_212028,	22,	1.20021822149482	0.0792602158599895	0.161300347	-0.792364698326952	2.6556	0.424162659974883	0.5038	-0.297741836837906	0.0277	-1.55752023093555	0.643755397109273	0.0863197311904763	0.114	0.0607396998794999	0.054982135768162	0.547804	2.1107	0.050565530737271	0.0764203093760364	1833	NA	1.2	1.013	FALSE
YOR005C	2835	chr15_336349_336374,	25,	0.881834215167548	-0.0546130545568878	NA	NA	NA	NA	0.3619	-0.441411416891801	0.0512	-1.29073003902417	0.638112206919437	0.0574152303448126	0.1085	NA	0.141475545730865	0.403781	NA	0.126801409675047	NA	2835	NA	0.2	1.018	FALSE
